"feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14"
"-0.054447148,0.09486086,1.6573566,0.12566808,0.6981736,0.5225276,0.63875246,0.41201356,1.0503144,0.5986322,0.16025352,0.41330025,0.16284417,1.132488"
"-0.28979912,0.0051074466,0.90159875,0.23661104,0.42286476,0.87131524,0.5534259,0.14644426,1.0420187,0.24307929,0.57552713,0.41943312,0.34400052,1.0032793"
"-0.5537129,-0.37965292,1.3544711,0.70566213,0.25826722,1.1490604,0.8533455,0.17727399,0.4117213,0.65760636,1.422662,1.4317667,0.95293075,1.5031347"
"-0.071339704,-0.021448322,1.1850826,0.17453565,0.32792497,0.8289995,0.8306139,0.35141495,0.5571598,0.36357784,0.40685484,0.3708725,0.45930803,1.0026152"
"-0.18465427,-0.647855,2.0292213,0.22868136,0.6411235,1.1556364,0.7041564,0.6589033,0.9923566,0.8441291,2.0220256,0.8738657,0.8924907,1.0613277"
"-0.42717162,-0.5388401,1.0969732,0.40950438,0.49642313,0.9100567,0.6539869,0.034780312,0.3767872,1.0204268,1.7341651,1.4134252,1.1146165,1.6805446"
"-0.2149691,-0.04567064,1.3463461,0.40927157,0.05395233,1.5281196,1.0655582,0.54521453,0.9107119,0.6963361,1.0862046,0.4607178,0.98269665,1.3358911"
"-0.46670774,-0.23747699,1.2179956,0.39539754,0.38087398,1.3026456,0.6032702,0.2979005,0.48126945,0.6433157,1.3145314,0.9112849,0.8071785,1.3334534"
"-0.17394382,0.1320015,1.0408063,-0.07965591,0.23153365,1.3588992,0.37079853,0.17121142,1.052802,0.4265403,0.4925172,0.07145792,0.41554323,1.1448514"
"0.14958009,0.09509237,1.4624738,0.15131639,0.56310135,0.6752768,0.41988105,0.34616396,0.7959459,0.91537964,0.77088714,0.34354764,0.43394315,0.6413439"
"-0.09863642,0.008548765,0.8069294,0.2713691,0.84028,0.2984564,0.53166145,-0.04295853,0.6572693,0.0013966209,0.39424467,0.6542619,0.2841224,0.8483307"
"-0.38881552,0.24345262,1.2970487,0.03874383,0.56528646,0.6740309,-0.012175603,0.22592129,0.7237002,0.5750089,-0.23379914,0.29677036,0.5299684,1.1067753"
"-0.083137766,0.21980518,1.2566383,0.10209324,-0.00867853,0.75200164,0.21957195,0.27090743,0.6318946,0.6151133,0.43200472,0.37788865,0.23022068,0.92052305"
"0.053225704,0.23510244,1.1301472,0.23639625,0.14202055,0.861352,0.26423812,0.06939967,1.0281857,0.43748915,0.46449625,0.23350547,0.3261861,0.79705125"
"-0.7835552,-0.914246,1.7969371,0.76710385,0.48029333,0.94265294,0.7319278,0.41746968,0.7207444,0.4683636,1.1605244,1.5152336,1.1593208,0.8923631"
"-0.12910904,-0.40825173,1.1004442,0.49189916,0.60701215,0.5688961,0.5688765,0.19092306,0.619893,0.07625748,0.9949857,0.3639717,0.49365973,0.5045799"
"-0.19013909,-0.14855133,0.91167307,0.31197584,0.31726915,0.52077883,0.40818992,-0.07432116,0.6987876,0.23397775,0.48275682,0.12827848,0.49299517,0.64820117"
"-0.10032703,0.08674585,0.9360834,0.34331894,0.5699138,0.7534471,-0.06816751,0.024817301,0.81387657,0.123933956,0.2567903,0.60955966,0.47571316,1.2947892"
"0.010108551,0.109765485,0.8585593,0.27784282,0.3313172,0.705143,0.55332744,0.2506106,0.6561538,0.56054866,0.5567904,0.309422,-0.015973698,0.591113"
"-0.00034041144,-0.5723497,2.0471437,0.41309837,0.19373038,1.2942857,1.1994674,1.0105073,1.3353579,0.39813372,1.6213121,0.58605903,0.6566437,0.5461724"
"0.0013366938,-0.32068416,1.4162748,0.14360133,0.50757694,1.0259638,0.7985491,0.5604117,0.6029969,0.6476282,0.5579572,0.44710696,0.11305184,0.95917183"
"-0.43832213,-0.5255555,1.187791,0.17213772,0.41656753,0.5808361,0.45662344,0.6157524,0.739052,0.5012786,1.3252754,0.77903,0.5859734,0.9084457"
"-0.15389408,-0.0067229057,1.2065871,0.3168676,0.28254932,0.80164236,0.43067518,0.1498669,0.63760996,0.08552609,0.51425135,0.43152535,0.36176592,0.9231947"
"0.04487511,0.40829787,1.4532124,0.0135647,0.79863596,0.86908686,0.62506324,0.024357,1.2039802,0.5188337,0.65922976,0.88751477,0.52046233,1.6424575"
"0.016111689,0.2588191,0.91872835,0.32021105,0.22488114,0.6073654,0.7174247,0.42420322,0.9961046,0.31851724,0.45122516,0.18463166,0.44939807,0.77934515"
"0.008062301,0.41276547,1.3597859,0.15565813,0.21172431,1.3653232,0.41102663,-0.042878427,0.9973784,0.6945679,0.34611037,0.27216336,0.042092517,1.1078871"
"0.00877131,0.22532918,0.7766471,0.4527589,0.20867625,1.080701,0.8590281,-0.23268247,1.157437,0.45267415,1.0790102,0.5641817,0.63495356,1.465694"
"-0.02570751,0.33036408,1.3763666,0.07080198,0.8047853,0.5300704,0.43125954,-0.23683812,1.1488241,0.62183195,-0.0400516,0.4222763,0.10251754,1.4916706"
"-0.24319401,0.431704,1.0953913,-0.250122,0.46741158,1.1743429,0.05937977,-0.21899243,1.2418524,0.78221583,0.0053958446,-0.027623482,0.5602211,1.4708533"
"-0.22282374,0.31628826,1.1774257,0.3255483,0.47016308,1.0460033,0.5839621,-0.28799844,0.98303,0.4137675,0.7251914,0.59854734,0.40358338,1.4674731"
"-0.46530703,0.032482512,1.1301441,0.60711944,0.81649464,0.50114036,0.5234523,-0.15157738,0.55856955,0.19181436,0.65425175,0.91668993,0.74130017,1.1344731"
"-0.31627598,0.009724445,0.9241183,-0.07672784,0.5191975,0.9287229,-0.087321915,0.12349564,0.94325316,0.5972813,0.69485193,0.45618865,0.69676256,1.1065223"
"-0.30778858,0.10955149,0.778786,0.64220834,0.7969685,1.0603386,0.66057086,-0.4000961,1.1717241,0.5578111,0.9456917,0.92127883,0.5725348,1.5129508"
"-0.17636159,-0.16172026,1.0177459,0.05255582,0.22527787,0.9786165,0.36593187,0.43999276,0.432768,0.4098929,0.31980872,0.5462315,0.29577783,0.9108523"
"0.11905801,0.21799868,1.7948587,0.3093394,0.7701191,1.6214494,0.90042126,-0.12633157,0.9432656,0.5293606,0.34378532,0.43770775,0.1421068,1.33032"
"0.03008305,-0.058536172,1.2855712,0.08026393,0.72441244,1.0016875,0.2518485,-0.0685467,0.7058913,0.6864158,0.7991974,0.85911757,0.4964814,1.0842286"
"-0.38911855,-0.08258934,1.0438914,0.60216933,0.18540335,0.9703722,0.55902034,-0.19789316,0.66223717,0.4832176,0.7118819,0.646602,0.56176895,1.3329148"
"0.14467162,0.14859354,1.8865778,0.9700701,0.46779415,0.97385204,0.9735172,0.09096011,1.3580074,0.064975984,0.85687286,0.6364104,0.7043547,1.8116186"
"-0.6163766,-0.018501198,1.1342913,0.7347035,1.2111279,0.39652073,0.3639705,-0.614024,0.93971187,0.2537228,0.8781548,1.7961955,1.0571926,1.3510413"
"0.006976794,0.057594813,1.2999281,0.3282151,0.50528145,1.2146747,0.7774091,0.024720503,1.0390415,0.39938807,0.065165296,0.3965925,0.00050960016,1.0821658"
"-0.56939846,-0.16612798,1.702227,0.6168637,0.7211878,1.615249,0.84087133,0.15185712,0.7187207,0.84424126,1.5143923,1.4300168,1.053516,2.113581"
"-0.067810945,-0.07225531,1.0741642,0.10560735,0.27217907,1.0508755,0.18512875,0.26005614,0.9817186,0.28883767,0.716155,0.027010135,0.5482791,1.0519879"
"-0.3713501,0.10245346,1.3259465,0.3820227,1.1418425,0.5700062,0.49252614,-0.04839509,1.145232,0.21029279,0.7326224,0.8546767,0.80431134,1.3750263"
"-0.028739415,0.08780841,2.2517307,0.009247245,0.67651206,1.0596448,0.5456028,0.56314415,0.9304103,0.7485981,1.2598493,0.8802867,0.74478066,1.4740726"
"-0.6496921,-0.22513743,1.333755,0.6242239,0.97772884,0.85142255,0.48640916,-0.23525032,0.37228212,0.034048274,0.67067,1.5175645,0.73896176,1.0417297"
"0.038082797,-0.24949847,2.0597057,0.46956724,-0.17422011,1.3288009,0.9501,1.0178798,1.3926829,0.27602968,1.4307287,0.62153363,0.50555915,0.39210078"
"-0.65418124,-0.6209088,2.2353954,0.62830144,0.92841697,1.3716283,1.4065716,0.3865113,1.2904636,0.26836598,1.2793761,1.108624,1.1319468,1.2911943"
"-0.03814109,0.68011194,1.5233449,0.31096727,0.87770563,0.8828964,0.72599816,0.06425861,0.9282365,0.5689815,0.6224771,0.8040281,0.43592206,1.8957255"
"-0.27762574,-0.32005662,0.8352775,0.4021759,0.14417121,0.8979904,0.6536688,0.51633805,0.6464543,0.3848313,1.0408791,0.8899619,0.5149568,0.88858163"
"-0.4689337,-0.5474853,1.2105348,0.7066568,0.7351164,0.53226465,0.9260679,-0.02867031,0.90933347,0.21263017,1.2159714,1.4255285,0.94001997,1.0948247"
"-0.11471632,-0.4660358,0.8205014,0.6548864,0.30084538,0.83270544,0.80735207,-0.08487747,0.9230508,0.24358621,0.9152612,1.2610335,0.73953724,1.0303558"
"-0.47363627,-0.07035582,1.2825202,0.28237882,0.13182846,1.4870886,0.6386357,0.6189997,0.99929357,1.0416113,1.0593138,0.41578627,0.48383766,1.1012284"
"-0.3275177,0.19183758,0.75477344,0.50868213,0.11714621,1.0721182,0.6401654,-0.13823132,0.85647583,0.5030848,0.93141514,0.5297601,0.42030796,1.2773067"
"0.15301956,0.14447033,1.6348474,0.22499341,0.003728868,0.9603246,0.47238147,0.11935633,0.7360605,0.50485945,0.8421251,0.53978175,0.5355708,1.5406218"
"-0.43528917,0.14810632,1.3087492,0.38384694,0.67890763,0.91521466,0.6512359,0.50994575,0.7522366,0.3692178,0.97630215,0.70054406,0.7999897,1.2445239"
"-0.24029216,0.0067566186,0.95176643,0.6766538,0.16812947,0.92139304,0.83844924,-0.09711825,0.6253559,0.34158078,1.3536571,0.8954135,0.5868091,0.99278283"
"-0.08603452,-0.027616883,1.1299785,0.15439717,0.35669267,1.0125377,0.5663082,0.08883077,0.51900375,0.68210715,0.7402836,0.5957232,0.5907258,1.2598331"
"-0.014823747,0.3659789,1.4581611,0.122269206,0.9534754,1.2761004,0.33834633,-0.15528531,1.2022403,0.55552983,-0.07280007,0.63859344,0.3281668,1.7069807"
"-0.3581479,0.51369494,0.9261647,0.12033972,0.42892215,1.5568482,0.17495602,-0.055196036,1.0602447,0.33470526,0.41724664,0.5728226,0.61962247,1.8163519"
"-0.69730324,-0.5303772,1.4626222,0.72448844,0.78421724,0.80420446,0.6451396,-0.018400913,0.07670943,0.43332836,1.0119038,1.4950525,0.9749086,0.80889714"
"0.07811166,-0.368862,2.4024725,0.5896844,0.22737485,1.9484361,1.1368074,1.3159142,1.9366214,0.6684994,2.0033586,0.34791222,0.9170022,0.5148895"
"0.27633876,0.7129562,1.8456756,0.45436615,0.74967647,1.2011205,0.7753704,-0.18524519,1.413215,0.72975403,0.26101926,0.58941644,0.051577855,2.101487"
"-0.07081259,-0.21376352,1.1318502,0.34997335,0.47116026,1.4501611,0.6859186,0.021358797,0.8408175,0.5792197,0.76188725,0.6646079,0.40740493,0.95930624"
"-0.70480216,0.18835305,1.1304448,0.35094574,0.70925075,0.85517323,0.5846198,0.18335795,0.07829306,0.3783983,0.9137206,0.91166973,1.1852411,1.311012"
"-0.3287514,-0.37119707,1.6914881,1.0521687,0.92344075,0.94496644,1.2036393,0.04042364,0.82403606,-0.101225354,1.0615616,1.1822871,0.92573625,1.464522"
"-0.1271444,0.19218041,1.0909663,0.44232288,0.09758626,1.161804,1.189704,0.008192213,0.98761874,0.5840717,0.748115,0.78199726,0.8188747,1.5476745"
"-0.46665505,-0.025508443,1.0242393,0.253933,0.8301835,0.7130213,0.34554553,0.0787992,0.4714736,0.23092183,0.6159005,0.8813793,0.6882038,1.0880291"
"-0.43849984,0.14761674,1.172377,0.61118245,0.5566656,0.6615205,0.23611455,-0.26445332,0.3249256,0.15391345,0.5949557,1.3409033,0.8588611,1.059391"
"-0.1803151,0.21252242,1.234858,-0.09600328,0.3538011,0.7534047,0.37471887,0.13136022,0.6079685,0.5574878,0.5774207,0.27831948,0.24706294,0.87806493"
"-0.03321425,0.23464502,1.2408463,0.14237963,0.5349186,0.67309844,0.8507765,0.26293454,0.55854255,0.6711497,0.7462651,0.38762242,0.4874867,1.1406591"
"-0.07688283,0.47034812,1.3134495,0.095870785,0.41260967,1.0655633,0.5374549,0.3317219,0.90585136,0.38708195,0.79566056,0.3465099,0.32026896,1.4757564"
"-0.6763975,0.25768355,1.822211,0.09755665,1.1448483,1.297092,1.3346021,0.29345667,0.79791397,0.6741192,1.0216962,1.0248895,1.4972721,1.7975968"
"-0.22148407,0.13017479,0.6085656,0.20177115,0.31195438,0.3392396,0.32404602,0.17878649,0.35481638,0.15581335,0.22713172,0.21425939,0.16967222,0.581413"
"-0.14863047,-0.46228647,1.6048151,0.106270395,0.51496875,0.7852882,0.3829216,0.8694609,0.8815369,0.54073066,1.3387054,0.5804559,0.79932094,0.78353477"
"-0.43912205,0.42605835,0.8886798,0.49822438,0.4501928,1.2615836,0.4641447,-0.4513947,1.264466,0.11406427,0.8158165,0.6308969,0.4399078,1.6784563"
"-0.48289162,-0.5015828,1.4152951,0.6810967,0.1076537,0.68855476,0.54854494,0.7081324,0.7860891,0.08777698,1.0746262,0.68307334,0.4853228,0.7791633"
"0.2868881,-0.12063033,2.0350716,0.46959016,0.46060455,1.6375275,1.0037404,0.7849185,1.411391,0.739128,1.183085,0.26305693,0.4198734,0.9128693"
"-0.53352576,0.03325394,0.9094104,0.50497895,0.6017439,0.69828564,0.74166566,-0.028113948,0.68843675,0.08738496,0.792264,0.9417845,0.6510706,1.3706528"
"0.22652657,-0.17833608,1.8617254,0.30918145,0.511916,1.0910403,0.89183456,0.18156306,1.5660274,0.41973135,0.64570504,0.13083692,0.23239593,0.96092796"
"-0.41049606,-0.16066824,1.2280118,0.632412,0.20777056,0.83249545,0.7886312,0.084589764,0.8673018,0.37970975,1.1007986,0.2193717,0.616064,1.0718073"
"-0.5066043,0.051369935,1.7045889,0.40689972,0.5614644,0.7783112,1.037632,-0.2670674,0.9205646,0.6588111,0.97997177,0.56081235,0.37016562,1.5104182"
"0.067329824,-0.044341,0.93966985,0.14255302,0.3116556,0.55772406,0.46304622,-0.009551549,0.63580346,0.3808691,0.38243967,0.4228591,0.25484604,0.893786"
"-0.14025435,0.014910141,0.909263,0.02674157,0.34124207,1.0869607,0.11551868,0.020137882,0.6178644,0.47676173,0.21940249,0.30243397,0.52510184,0.7307997"
"-0.7342546,-0.09412223,1.3972386,0.28634694,0.5284419,0.9786792,0.5716212,0.5512976,0.8409183,0.077224255,0.8504147,0.52326673,0.7151097,1.242526"
"-0.38641113,0.26896408,1.29346,0.5018647,0.15291649,0.6700806,0.4471887,0.13143472,0.72440946,0.26961067,0.9802139,0.6135371,0.57772756,0.7868461"
"0.05721351,-0.0044754753,0.73065484,0.2318362,0.1773789,0.6415087,0.59258866,-0.03387143,0.57123363,0.47139403,0.7399924,0.40899107,0.29345748,0.93630236"
"-0.5270515,-0.013017549,1.0920259,0.83161134,0.769567,0.828832,0.5141104,-0.35798526,0.763381,0.053433064,0.68854684,1.2430793,0.60751134,1.4097666"
"0.0012962427,0.26842746,0.9103331,0.45128566,0.049694937,0.6291198,0.8811448,-0.17501843,0.7379688,0.46783006,0.5339561,0.5560278,0.48051146,1.2032262"
"-0.06753921,-0.1786702,2.0679016,0.8082444,0.6467045,0.5291155,0.7101383,0.37154374,0.8666603,0.32919693,1.4638137,0.937309,1.2194375,1.3360862"
"-0.25968832,-0.07901767,1.0903641,0.6092279,0.12092184,1.0686965,1.1507412,-0.2530854,0.646847,0.42939052,1.1347847,0.9259168,0.53254724,1.3334149"
"-0.29615784,-0.3006102,1.4078827,0.65847725,0.6450226,0.95794857,0.84470737,0.21908307,0.4909546,0.23701559,1.1697899,0.51466906,0.71906126,0.8851672"
"-0.09732766,0.019526768,1.0728198,0.3584028,0.2074267,0.7431036,0.9480162,-0.005292355,0.7103402,0.30471656,0.9583793,0.662193,0.5915263,1.3132112"
"-0.538549,-0.03975088,1.4604849,0.66312355,0.48214918,1.3248739,0.2638244,-0.050861996,0.5404146,0.40824148,1.1140084,1.1514547,1.1168945,1.3368205"
"-0.5444005,-0.22107176,1.4019622,0.92472774,0.3078384,1.0556225,1.079163,0.32107615,0.5830027,0.61462563,1.213603,0.71654654,0.75881326,1.2311972"
"-0.21388847,0.39115483,1.9837725,0.3028446,0.27971727,1.2671216,0.7873887,0.014173662,1.1388222,0.6373876,1.4297837,0.45653486,0.3727609,1.2749953"
"-0.059622224,-0.31192628,1.7717949,0.4878234,0.8321608,1.3755046,0.9389705,-0.065175936,1.0031533,0.7200628,0.8065109,1.6002768,0.63258106,1.6523045"
"0.038040616,0.05166617,1.3884801,0.21070713,0.83775616,0.61895645,0.49984035,0.26234052,1.1499074,0.27847627,0.18599881,0.5750901,0.38767985,1.497056"
"0.06632824,0.15649156,1.0564609,0.07769336,0.29034317,0.7696487,0.37369683,0.017957937,1.0312053,0.6113741,0.24246335,0.22311752,0.1766605,1.0752103"
"-0.13497117,0.042512275,1.8059429,0.52726805,0.23190945,1.0391016,0.8520647,0.13733904,1.1907418,0.89254045,1.0671709,0.3696412,0.4454715,0.8001254"
"-0.029886357,-0.15758675,1.071068,0.3005301,-0.06091363,0.5178971,0.8299847,0.12200041,0.55498016,0.25037614,0.6663655,0.73060507,0.28153008,0.7922098"
"-0.44070703,-0.5403013,1.4325843,0.4594311,1.4199355,1.0326277,0.3943403,-0.48402524,1.4246527,0.12525786,0.8651594,1.0209264,0.7564914,1.4581765"
"-0.06581086,-0.31285515,1.0544957,0.11041159,0.0813756,0.85644513,0.37055868,0.4971655,0.55546665,0.543139,0.91014564,0.71959937,0.44033182,0.80173177"
"-0.3122287,-0.058369197,1.8633684,0.26701578,0.24627647,1.3983629,0.6264999,0.844163,1.4827875,1.2424237,1.1379576,-0.000604799,0.99665934,0.6582698"
"0.13051751,-0.1647191,1.8253347,0.7388451,0.90947175,0.68628967,1.4016451,-0.11125692,1.182557,-0.02310522,0.83051205,0.92559993,0.5664034,1.2525921"
"0.15262836,0.014413396,1.6093967,0.27555645,0.3456748,1.0429959,0.884257,0.72652924,0.91686505,0.69779646,0.90522003,0.33418736,0.36372885,0.7438731"
"-0.6000903,0.008113662,0.7534464,0.469961,0.19708377,0.82262963,0.48285767,-0.029213814,0.53385913,0.29636455,0.7740683,0.89304215,0.9204268,1.4851224"
"-0.35298115,0.3082306,1.0572649,0.12730716,0.48863518,0.88797367,0.31109422,0.17709722,0.96066105,0.62241036,0.3515569,0.31689078,0.41069666,0.83105624"
"-0.25343964,-0.10234502,1.3253691,0.23347518,-0.09314498,0.8194221,0.32950595,0.597287,0.73461694,0.3010332,0.52372885,0.23775475,0.2901104,0.7205761"
"-0.18236174,-0.2677439,1.935784,0.40136337,0.10540782,1.1646622,0.9413135,0.5346935,1.3933167,0.46163383,1.3275309,0.43919498,0.519357,1.1229892"
"-0.5123588,-0.2743663,1.381404,0.2634251,0.84737504,0.8783618,0.5653688,0.32211727,1.0117971,0.5961663,0.5738941,0.738027,0.50999683,1.4090005"
"-0.07572643,0.30865,1.5634322,0.15754266,0.3468036,0.93557286,0.290845,0.09056924,0.7213787,0.2741678,0.360277,0.3101118,0.6176058,1.3085403"
"-0.5163537,-0.010757772,1.3998767,0.4942865,0.39906147,0.7292821,1.110758,-0.1698678,0.8164805,0.10629281,0.64149016,0.47545043,0.49006644,1.2477418"
"-0.48799938,-0.33000934,1.103253,0.10934214,0.99856156,0.70185626,0.28896242,0.1387786,0.6603626,0.8127167,0.7042546,0.8590691,0.6119511,0.78453475"
"-0.07424665,0.09366927,1.59106,0.3789026,0.17872497,1.1929383,0.9595867,0.2518569,0.83903545,0.6182574,1.0941473,0.20397514,0.1152646,0.5465077"
"-0.24905452,-0.21751377,2.027035,0.041072324,0.5045421,1.3306828,0.8625093,0.75599974,0.83311445,1.0621861,1.5183237,1.2477224,0.6512223,1.1897471"
"-0.12897132,-0.23215425,1.1686099,0.41241333,0.12083105,0.8618416,0.26601246,-0.008950517,1.0826722,0.21248269,0.72103363,0.097810686,0.7355018,0.91004914"
"-0.42094234,-0.19420414,1.781602,0.4294389,1.3574848,0.8169495,0.5104522,-0.13720016,0.5109765,0.529243,0.3323136,1.4491125,0.6032846,1.2422105"
"-0.07531141,0.029231181,1.4828421,0.63472414,0.16082472,0.8310951,0.7786756,0.33412024,1.0772208,0.68123746,0.99058783,0.28780982,0.6412506,0.711421"
"-0.2573785,0.027568469,0.9383602,0.317992,0.44160753,0.463229,0.4751519,0.0898074,0.30608153,0.16752812,0.27114823,0.75434107,0.5513023,0.81843555"
"-0.15260656,0.7438484,1.2610579,-0.0075769224,0.5295058,0.782142,0.66069716,-0.19850813,1.4171768,1.2988883,0.072326906,0.2767721,0.42122144,1.412654"
"-0.27314246,-0.38986093,1.024167,0.62226284,0.5895182,0.7540124,0.48455524,0.2735452,0.90016794,0.15462941,0.6838086,0.6780572,0.6222745,0.69535154"
"-0.59719396,-0.49468365,1.5705682,0.78822076,0.92380345,0.4823073,0.8832006,0.080676496,0.34132448,0.21099815,0.79746497,1.423385,0.9632134,0.88792974"
"-0.06807024,0.15558626,1.9645468,0.36016232,0.49456623,0.54757273,0.85737085,0.32413283,1.4251498,0.7202651,0.021659102,0.2348346,0.16057721,1.2360716"
"-0.5877271,0.10566991,1.8301829,0.23149042,0.33242232,0.8002918,0.8046516,0.2923552,0.70196563,0.6492016,0.6621901,0.6510078,0.8121618,1.0255102"
"-0.2771064,-0.4155265,1.1229795,0.3942662,0.48570973,0.97310024,0.5364308,0.28598124,0.48962718,0.43249702,0.6451834,0.64177674,0.19944829,1.0717931"
